time,vvin,vsource,vmain,iL151,vfb,ven,vready,vxu151ref,vxu151cmd,iVBAT,venable,vVIN5,vsource5,iL121,vBAT,vswitchon,vrestartage,vsnsevent,iVR158,vdamped,iVbulkpass,vbulksw_out,vbulk_en_pin,vrail5,vPROTECTED_12V,vgood5,vgooddelay,vsnsiso,vpgdelay,iVpass,ven151,vdisg,vdisdrain,iVR165
0.000000000000000000e+00,-7.424626880000000364e-93,9.469927040000000430e-94,9.461220199999999801e-94,8.238313750000000406e-95,2.847924950000000061e-94,1.161908680000000003e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.543514410000000050e-53,9.999999979999999707e-10,4.908351960000000018e-42,-8.648481399999999887e-45,-2.059822220000000107e-42,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000082e-05,0.000000000000000000e+00,-7.278511500000000602e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.359228860000000020e-94,-3.243504069999999942e-45,4.946582720000000066e-42,9.999999979999999707e-10,6.696700160000000345e-11,-1.011529550000000095e-93,0.000000000000000000e+00,0.000000000000000000e+00,-6.971941430000000030e-45,-7.423962919999999732e-93,9.469976070000000047e-94,-1.043173589999999951e-99
1.365600000000000071e-04,-7.423693889999999580e-93,9.264118959999999873e-94,9.260259700000000190e-94,-3.705481760000000215e-97,2.786031550000000154e-94,1.137229399999999943e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.655112670000000190e-55,9.999999979999999707e-10,4.323544039999999887e-42,3.166389950000000245e-44,-1.272560119999999976e-47,0.000000000000000000e+00,0.000000000000000000e+00,1.465600000000000062e-04,0.000000000000000000e+00,-7.502134220000000388e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.309117789999999903e-94,3.166252180000000221e-44,4.314414749999999930e-42,9.999999979999999707e-10,6.379365840000000148e-10,-1.011402440000000045e-93,0.000000000000000000e+00,0.000000000000000000e+00,-1.242899809999999935e-45,-7.423713169999999632e-93,9.264118959999999873e-94,1.008284889999999985e-104
2.865599999999999940e-04,-7.423385679999999888e-93,9.041677349999999758e-94,9.037910759999999797e-94,-3.616509099999999972e-97,2.719135890000000241e-94,1.109923279999999958e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.944252130000000017e-55,9.999999979999999707e-10,3.892614409999999926e-42,3.069629779999999886e-44,-1.229943220000000040e-47,0.000000000000000000e+00,0.000000000000000000e+00,2.965600000000000202e-04,0.000000000000000000e+00,-7.322000459999999636e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.253673349999999937e-94,3.069496230000000128e-44,3.883488860000000233e-42,9.999999979999999707e-10,8.719998320000000454e-10,-1.011360449999999906e-93,0.000000000000000000e+00,0.000000000000000000e+00,-7.530888149999999802e-48,-7.423404959999999939e-93,9.041677349999999758e-94,9.844403150000000428e-105
4.365600000000000079e-04,-7.423077490000000343e-93,8.824576799999999638e-94,8.820900659999999936e-94,-3.529672770000000126e-97,2.653846469999999949e-94,1.083272809999999956e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.437099959999999854e-56,9.999999979999999707e-10,3.461936970000000098e-42,2.975828570000000161e-44,-1.191013640000000087e-47,0.000000000000000000e+00,0.000000000000000000e+00,4.465599999999999800e-04,0.000000000000000000e+00,-7.146191240000000210e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.199560200000000087e-94,2.975699100000000044e-44,3.452815139999999825e-42,9.999999979999999707e-10,9.547481390000000813e-10,-1.011318459999999979e-93,0.000000000000000000e+00,0.000000000000000000e+00,2.060118210000000032e-46,-7.423096770000000394e-93,8.824576799999999638e-94,9.609363769999999879e-105
5.865599999999999677e-04,-7.422769310000000019e-93,8.612689080000000191e-94,8.609101200000000225e-94,-3.444921469999999827e-97,2.590124719999999846e-94,1.057262249999999959e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.448603450000000043e-55,9.999999979999999707e-10,3.031511560000000031e-42,2.884894119999999998e-44,-1.154133809999999925e-47,0.000000000000000000e+00,0.000000000000000000e+00,5.965599999999999939e-04,0.000000000000000000e+00,-6.974603390000000292e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.146746350000000007e-94,2.884768609999999840e-44,3.022393460000000237e-42,9.999999979999999707e-10,9.840021230000000829e-10,-1.011276470000000053e-93,0.000000000000000000e+00,0.000000000000000000e+00,2.373788620000000032e-46,-7.422788579999999997e-93,8.612689080000000191e-94,9.377730749999999282e-105
7.365600000000000359e-04,-7.422461139999999769e-93,8.405889019999999628e-94,8.402387290000000316e-94,-3.362205149999999911e-97,2.527933000000000190e-94,1.031876229999999985e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.132022409999999637e-55,9.999999979999999707e-10,2.601338039999999876e-42,2.796738489999999980e-44,-1.118691169999999968e-47,0.000000000000000000e+00,0.000000000000000000e+00,7.465599999999999537e-04,0.000000000000000000e+00,-6.807135549999999785e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.095200629999999989e-94,2.796616809999999877e-44,2.592223660000000139e-42,9.999999979999999707e-10,9.943442740000000773e-10,-1.011234489999999987e-93,0.000000000000000000e+00,0.000000000000000000e+00,2.367747230000000154e-46,-7.422480419999999820e-93,8.405889019999999628e-94,9.149504100000000659e-105
8.865599999999999956e-04,-7.422152989999999665e-93,8.204054450000000069e-94,8.200636799999999853e-94,-3.281474940000000228e-97,2.467234569999999859e-94,1.007099750000000053e-94,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.080433089999999940e-54,9.999999979999999707e-10,2.171416270000000103e-42,2.711276699999999814e-44,-1.084443480000000025e-47,0.000000000000000000e+00,0.000000000000000000e+00,8.965600000000000219e-04,0.000000000000000000e+00,-6.643688790000000590e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.044892580000000049e-94,2.711158739999999808e-44,2.162305619999999890e-42,9.999999979999999707e-10,9.980005320000000403e-10,-1.011192500000000061e-93,0.000000000000000000e+00,0.000000000000000000e+00,2.307134870000000140e-46,-7.422172259999999643e-93,8.204054450000000069e-94,8.931496560000000213e-105
1.031000000000000015e-03,-7.421856269999999943e-93,8.014282739999999803e-94,8.010944140000000323e-94,-3.205569520000000252e-97,2.410163840000000109e-94,9.838040719999999480e-95,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.559382310000000077e-06,9.999999979999999707e-10,9.786760950000000483e-07,1.150216090000000005e-12,1.804264739999999978e-11,3.719999999999999973e-01,0.000000000000000000e+00,1.041000000000000042e-03,0.000000000000000000e+00,-6.490010590000000540e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.997591240000000093e-94,1.104956090000000054e-12,1.553565479999999970e-06,9.999999979999999707e-10,9.992653480000000842e-10,-1.011152079999999941e-93,0.000000000000000000e+00,0.000000000000000000e+00,4.598889190000000412e-16,-7.421875539999999921e-93,8.014282739999999803e-94,2.404895719999999901e-105
1.180999999999999975e-03,-7.421548139999999986e-93,7.821851059999999926e-94,7.818592630000000029e-94,-3.128600429999999965e-97,2.352293179999999890e-94,9.601818620000000527e-95,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.399866440000000129e-04,9.999999979999999707e-10,4.643295010000000233e-05,5.306874089999999760e-11,3.143730330000000084e-11,2.172000000000000153e+00,0.000000000000000000e+00,1.191000000000000001e-03,0.000000000000000000e+00,-6.334178370000000390e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.949626890000000085e-94,5.298761460000000208e-11,4.739046870000000007e-05,9.999999979999999707e-10,9.997402770000000791e-10,-1.011110100000000088e-93,0.000000000000000000e+00,0.000000000000000000e+00,2.339535869999999944e-13,-7.421567409999999964e-93,7.821851059999999926e-94,8.509106940000000076e-105
1.330999999999999935e-03,-7.421240020000000102e-93,7.634039880000000476e-94,7.630859690000000057e-94,-3.053479320000000141e-97,2.295812050000000000e-94,9.371268480000000565e-95,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.656709419999999993e-04,9.999999979999999707e-10,9.032337830000000461e-05,1.038524370000000000e-10,3.122175769999999992e-11,3.971999999999999975e+00,0.000000000000000000e+00,1.340999999999999961e-03,0.000000000000000000e+00,-6.182087829999999497e-98,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.902814219999999985e-94,1.037695900000000031e-10,9.123341410000000294e-05,9.999999979999999707e-10,9.999081789999999257e-10,-1.011068120000000023e-93,0.000000000000000000e+00,0.000000000000000000e+00,6.304790509999999807e-13,-7.421259290000000080e-93,7.634039880000000476e-94,8.311537610000000158e-105
